"comment","pol","Topic"
"حشم يقول بطريقة مضحكة تمرمد مسكين 😂😂","1","media"
"وينو الاثارة 🤔🤔","0","media"
"أمة تاع فولكلور","-1","media"
"السيد قريب مات وشعب الله المختار يضحك","-1","media"
"أنا مفهمتش الناس لقعدة تضحك يخي اكم لباس شويا وش يدحك عجب سبحان الله إن شاء الله سلامات","-1","media"
"تافهين لي يضحكوا","-1","media"
"حمد لله على سلامة... لكل جواد كبوة","1","media"
"‏وباعد بيننا وبين القاسية قلوبهم، وقرّب إلينا من يحفظ الود تحية خاصة لفرسان","-1","media"
"حادثة فكرتني بفيلم قناص ستالينغراد كاش واحد ضربه بعين مع صوت بنادق","0","media"
"وين المشكل الحصان طاح و هو طاح معاه","0","media"
"واحد طاح عادي الشعب الجزائري .....🤣🤣🤣 تبقا حاير","-1","media"
"الناس الي تضحك ن م","-1","media"
"لابأس طهور إن شاء الله.الضحك بلا سبب من قلة الأدب.","-1","media"
"السلامة من عند الله ، طهور انشاء الله","-1","media"
"هل هذا خبر يستحق النشر على قناة اخبارية؟؟؟سبحان الله لي يطيح تصوروه وتحطوهنا تاني","-1","media"
"هنا مكاش تباعد ونصف ساعة","-1","media"
"والله سيريو هاذي ضحك يا ديناصورات","-1","media"
"ناس الي ضحكت راكم ملاح سبحان الله راجل مسكين طاح. على وجهو و ناس تضحك الله يهديكم و يهدينا","-1","media"
"و الجماعة لي راهي تضحك علاه 🙄","0","media"
"طيحة الكلاب ماشي الفانتازيا يا واحد الفنتازي","-1","media"
"يا لطيف الرحمة انعدمت والناس راهي شايخة بالضحك","-1","media"
"بصح تفركت ااا ....","-1","media"
"وهدي يضحكوا عليها الناس ديجا علاه رحتوا تنشروا فيها ڨاع ","-1","media"
"الحواصة علاه","-1","media"
"صحافة العار لا مواضيع لا مستوى...سقوط بطريقة مثيرة !! سيد طاح سلامات ان شاء الله مي مفهمتش وين راكم تشوفوا فالإثارة في هذا المشهد  يرجى زيارة طبيب العيون او طبيب نفساني.","-1","media"
"عين صحيحة يابا","-1","media"
"العين ربي يحفظ ويستر إن شاء الله سلامات","-1","media"
"الشرك و البدع الله يحفض","-1","media"
"ان شاء الله سلامات.... ربي يسترو","-1","media"
"مفهمتش الناس الي تضحك علاه برك ربي يشفيه ويحميه ياااارب","-1","media"
"السيد راحتلو الكارت مار...مافهم والو ڨعد قايبوّه","-1","media"
"دوختني تاع طريقة مثيرة يخي شماتة يخي","-1","media"
"إن شاءالله يكون لاباس","-1","media"
"طريقة مثيرة 😑😑 ؟ صحافي لي كتبها مستوى متدني بززاااف مع الأسف","-1","media"
"تحير علاش يضحكو السيد ربي حفظو قريب مات 😷","-1","media"
"سقوط الحصان وليس الفارس","-1","media"
"ربي يقومو بالسلامة أن شاء الله 😢","-1","media"
"هو تقيل على العود لحصان قريب قْرضه","0","media"
"بطريقة مثيرة ؟ ايدا انتوما صحفيين انا عود ! ","-1","media"
"اش داك تمشي وحد الحاجة ماديلكش عيشين تاريخ كوبي كولي","-1","media"
"كرنفل في دشرا","-1","media"
"هذا كاش واحد  عندو ليزر الصحيح  جابو  لرض ياخويا ياخويا بلعقل على ولد الناس ياخويا ياخويا ","-1","media"
"ظربوه بالليزر","-1","media"
"عين وعراة","-1","media"
"وليام والاس تاع البيض يوسف نات ","1","media"
"العود تعثر مشي الفارس طاح","0","media"
"ريمونتادا دارها لعود باينة قاتلو بشر ههههه","1","media"
"ياربي الحفض والسلامة","-1","media"
"والله ما تحسيت كي طاح","-1","media"
"حمير لي راهم يضحكو","-1","media"
"حتى فعناوينكم كاين تمييز الشعب هلاك والمسؤول ينتقل الى جوار ربه الله يرحمو ويجعل مثواه الجنة ويلحقه بالصالحين ياربانا لله وانا اليه راجعون 😥","-1","media"
"الله يرحمو","-1","media"
"ربي يرحم ليماتو وربي يشفي ليراهم مقيوسين ياخاوتي خافو ربي الطريق والسوڨ ماهوش لعب رانا كليوم نسمعو بالحوادث المرورية خافوربي تعرفو رواحكم عيانين متسوقوش","-1","media"
"ربي يرحمو أن شاء الله ","-1","media"
"يا ادمين يا حمار ماشي هلاك مسلم  يقولو عليه وفاة","-1","media"
"حتى المواطن كي يموت يسموه هلاك شخص وكي يموت مسؤول وفنان واي حاجا كبيرة عندنا ، يقولو عليه انتقل الى جوار ربه....هذا مسخ اعلامي","-1","media"
"ربي يرحم لي ماتو و يشافي المرضى","-1","media"
"على الاقل ياهيشر قول وفاة وكي يموت مسؤول تشيتولو وتقولو انتقل الى جوار ربه منافقين","-1","media"
"علاش هلاك 😫","-1","media"
"واش كلمة هلاك هاذي ربي يهديكم ان شاء الله قولو وفاة على الأقل لوكان جا وزير ولا إطار لي دار اكسيدو متكتبوش هلاك هاذي . 😡😡 المهم ربي يرحمهم برحمته الواسعة واسكنهم فسيح جناته","-1","media"
"ربي يرحمو","-1","media"
"الله يرحموا ، ونتوما قناة العار الله يهلكم","-1","media"
"لماذا هلاك ربي يهديكمقل وفاة شخص","-1","media"
"الله يرحمه","-1","media"
"كي يموت مواطن يكتبون هلاك شخص ...أو كي يموت سياسي يقولك انتقل الى جوار ربه !!على كل حال الله يرحمو ويوسع عليه","-1","media"
"اللهم ارحمه واغفرله واسكنه فسيح جناتك ","-1","media"
"الله يهلكك معاه ","-1","media"
"هلاك ، كلمة مسيئة لا حولا و لا قوة إلا بالله دائما نفس الخطأ","-1","media"
"الله يهلكك انت خويا","-1","media"
"لا تقولو هلاك فإنما الهلاك للكفار قولو وفاة   ربي يرحمو و يصبر اهلو و ربي يشفي المصابين","-1","media"
"الله يرحمهم ","-1","media"
"ربي يرحمهم ويغفر لهم","-1","media"
"لواحد العيباد عندهم مستوى ابتدائي الهلاك هو الموت عن طريق حادث او ما شابه معدا ذاللك يعني موت طبيعي ","-1","media"
"ربي يرحم لي متو ويشف اخرين","-1","media"
"الله يرحمو وموتى المسلمين","-1","media"
"ياربي سترگ اليوم شحال گثرت الحوادث ربي يرحم لي ماتو ويسگنهم فسيح جناته ويصبر آهاليهم على فراقهم ويشافي الجرحى يارب العالمين 🙏 سوقو بمهل خاوتي يفگرو شويا في آولادگم وفي آهلگم آنتم تروحو وهم تخلوهم مشوين عليگم 😢😢😢","-1","media"
"لا حول ولا قوة الا بالله العلي العظيم","-1","media"
"نحو كلمت هلاك الله يهلككم حيوان لي مات ماعندوش عايلة وولاد يقرو كلاكم احشمو ولا نحو مابقيتوش تحطو وجوه البخص","-1","media"
"ربي يرحم قاع الموتى","-1","media"
"الله يرحمهم سوقو بحذر بعقلك خويا متزربش يخي الدنيا فانيا علاش تهلك روحك بيدك نصيحة لكل واحد يقرأ تعليق","-1","media"
"هدي قديمة صورا ..ولحادث وقع بطريق رقم 13 رابط بين بلدية تيغاليمات ودائرة تيلاغ...لحادث في رمضان لي فات قبل اذان المغرب ","-1","media"
"الله يهلككم نتوما  الهلاك لا يكون إلا للكفار والمشركين واش خسرتو كان كتبتو وفاة تعلمو تستعملوا مصطلحات غير مجرحة الله يرحمهم ويوسع عليهم","-1","media"
"ياولاد القاف يا لحاسين يا شكامين كون مات مسؤول تقولو ذهب إلا مثواه الأخير ولا ذهب إلا جوار ربه ومين مات عبد ضعيف ربي يرحمو قلتو هلاك شخص تفووووو نعطيزيامتكم يا قوم الكافرة","-1","media"
"الله يرحمهم بصح لي يكسبو هاد الرونو فانتسانك تحسب هوما شادين الكرة الأرضية كما قلت أنا خطرة لواحد لي فاتته الرجلة يكملها برونو فانتسانك  و تلقاهم يجرو بزاف ","-1","media"
"ربي يرحمه ويغفر له ويسكنه فسيح جناته","-1","media"
"ربي يستر كثرت حوادث المرور","-1","media"
"اولا كلمة هلاك تقال على الطغاة والكفرة والضالمين ثانيا كلمة مثواه تقال من سيق الى جهنم والعياذ بالله او من كانت نهايته سيئة لقوله فبئس مثوى المتكبرين فلا يصح قول انتقل الى مثواه ونقول انتقل الى ربه فاللهم ارحمه برحمتك الواسعة وتجاوز عن سيئاته","-1","media"
"الله لا تربحكم اعلام الجهل حبسو كلمة هلاك هدي ماشي كلاب ماتو","-1","media"
"ربي يعلمك انت الا تعرف ان تقول وفات","0","media"
"ربي يرحمه ويوسع عليه","-1","media"
"وفاة شخص وليس هلاك رحمه الله وأسكنه الفردوس الأعلى","-1","media"
"الله يهلكك يا صاخب المنشور، على جال كلمة هلاك.","-1","media"
"متقولش هلاك يعطيك موصيبة","-1","media"
"وين قريتو واش معنها هلاك هذي،","-1","media"
"الله يرحمه و يوسع عليه","-1","media"
"ربي يرحمه و يغفر له و يسكنه فسيح جناته","-1","media"
"رحمه الله تعالى رحمة واسعة و أسكنه فسيح جناته إنا لله وإنا إليه راجعون اللهم أكرم نزله ووسع مدخله و أنر قبره و أرزقه الجنة و ارزق أهله جميل الصبر والسلوان","-1","media"
"يهلكك ربي يا كلب","-1","media"
"ربي يرحمهم برحمته الواسعة","-1","media"
"ربي يرحمو وشفاء عاجل للجرحى ان شاء الله","-1","media"
"ربي يرحمو لي ماتو ويشافي المرضى","-1","media"
"ربي يرحمو ويشفي المصابين","-1","media"
"بالنسبة للمواطن البسيط كي يموت تقولو هلاك لاكن كي يكون واحد من تاوع الشكارة و المعرفة تقولو انتقل الى رحمة ربه شغل المواطن الزوالي ما ينتاقلش لرحمة ربه ولا كفاه ؟! صحافة الزيڨو","-1","media"
"الله يرحمه ويجعل قبره روضة من رياض الجنة","-1","media"
"لا حول ولا قوة الا بالله، يعني لما يموت مواطن عادي تحطو هلاك مواطن، و لما يكون مسؤول تحطو انتقل الى الرفيق الأعلى!!","-1","media"
"يقدرو يكونو شرطة نورمال ميغيضوش","-1","media"
"انتقل الى رحمة الله وليس هلاك ارتقوا شوية ربي يرحموا ويجعل مثواه الجنة","-1","media"
"المسؤول في ذمة اللهوالشعب هلاكتتذكرون منذ اسبوعين رئيس بلدية توفي في حادث قالو وفاة عادي جدا والشعب ديما هالكينو بهذا التعبير الذي هو شرعا عذاب عظيم من الله عز وجل وهو الهلاك ","-1","media"
"بركاكم ما تلقطوا في اخبار الحوادث والاموات الموت مصير كل من على هذه الارض كما قال تعالى انك ميت وانهم ميتون","-1","media"
"ربي يرحمو وشفي الآخرين","-1","media"
"بينما في الجزائر الطبيب يواجه بالقمع والضرب بمجرد مطالبته بحقوقه هؤلاء من المفروض أعلى أجرا على الاطلاق في حين أشخاص لم يدخلو المدارس مداخيلهم اكثر من هؤلاء","-1","santé "
"هل خبر سلال صحيح!!","0","santé "
"واه اخويا واه ،الوالدين هما الوالدين","0","santé "
"لا إله إلاّ الله محمّد رسول الله (فمن أحياها كأنّما أحيى النّاس جميعا","1","santé "
"لازم الشعب كامل يتعلم الاسعافات الأولية ولمقدرش يوصل للطبيب وش يدير","0","santé "
"طريقة الهامليش","0","santé "
"هذي رسمي كلات حاجة وحصلت في القصبة الهوائية كان عليه يدير خطوة بسيطة ان يقلبها على رأسها ويضرب بكفيه على ظهرها كما فعل الطبيب","0","santé "
"لازم نتعلم ثقافة الاسعافات المنزلية","0","santé "
"مثل هذه الإسعافات الأولية لازم كل واحد منا يعرفها لأنو كلنا معرضين لمواقف مثل هذه","0","santé "
"مااحلى ردة فعل الاب .. فعلا الوالد هو عطف وامان 😍 ربي يجعلها من البارين به وبوالدتها يارب وجزى الله الطبيب خيرا","1","santé "
"الكبدة واعرة ","1","santé "
"تعلم الاسعافات الاولية ضرورة حتمية ://../?=2&=.","0","santé "
"قال تعالى: (ومن أحياها فكأنما أحيا الناس جميعًا)","1","santé "
"كل الأنظار اتجهت صوب الطبيب المنقذ جزاه الله خيرا .. و لكن ما أثار انتباهي خوف الأب الشديد على ابنته .. سبحان الله  ..","1","santé "
"وضعية أو حركة هيمليك "" ، حركة تستعمل في حالة الاختناق أو ضيق شديد في التنفس.","0","santé "
"ومن أحياها فكأنما أحيا الناس جميعا 👏👏👏👏","1","santé "
"على الاباء والامهات التعرف على الاسعافات الاولية الضرورية في حالات الاختناق وحالات اخرى للتصرف قبل وصول الطبيب او الوصول اليه","0","santé "
"عشنا نفس اللحظة و الحمد لله يااااربي💔 ربي يحفظ أولادنا","-1","santé "
"اسوء موقف يتعرض لها اولاد","-1","santé "
"هادي هيا الخدمة تاع القلب مشي يحوس غي على دراهم برك","1","santé "
"🥺 حنان الأب غالي جدا ولا يعوض 🥺","1","santé "
"الحمد لله لك يا رب","1","santé "
"الجزائر هي الرضيعة المختنقة و الشعب هو المرأة و الرجل و الطبيب المنقذ هو  اللي يبان يقتلوه سواء رجل نزيه أو ثورة أو إرادة ،  '","-1","santé "
"يا الله ما أرحمك","1","santé "
"حنان الاب لا يعوض 🥺","1","santé "
"لوكان جات في واحد  لبلاد  يقلو  روح  لطبيب  خاص  انا معندي  ما نديرلها","-1","santé "
"اول مرة نشوف اب يخاف على بنتو لهاذ الدرجة 🥺","1","santé "
"كل الاحترام حكيم كفوو","1","santé "
"الوالدين يغيضو","-1","santé "
"موقف لايحسد عليه ","-1","santé "
"هذا الاب من بين الآلاف من الأبناء الدين يوسلب منهم فلدات اكبادهم في فلسطين","-1","santé "
"الجهل بالاسعافات الاولية ...شكرا للطبيب  وحفظ الله والدي الطفلة وحفظ ابنتهما🔴ضغطات البطن أو مناورة هيمليك أو هيمليخهو إجراء في الإسعاف الأولي يستخدم لعلاج انسداد مجرى الهواء العلوي (أو الشرقة) بواسطة الأجسام الغريبة  يعني تحصل حاجة لواحد في مجرى الهواء العلوي  تخرجها بمناورة هيمليكاتعلموا خاوتيشكرا لكم مسبقا","1","santé "
"سبحان الله والحمدلله...تخيل أخي أن الله أرحم بعباده من هؤلاء بابنتهم....وفي الحديث عن ابي هريرة رضي الله عنه قال:-قال النبي صل الله وسلم وبارك عليه*إن لله مئة رحمة انزل منها رحمة واحدة بين الجن والإنس والبهائم والهوام فبها يتعاطفون ، وبها يتراحمون ،وبها تعطف الوحش على ولدها ،  واخر الله تسعا وتسعين رحمة يرحم بها عباده يوم القيامة صحيح مسلم","1","santé "
"یا ارحم الراحمین","1","santé "
"الحمد الله يا رب العالمين","1","santé "
"اكثر شئ لفت انتباهي ردت فعل الاب  ","1","santé "
"ومن احياها فكأنما احيا الناس جميعا.","1","santé "
"ربي يشفها ويعفها","1","santé "
"لن تحس بما يعانيه الاب 100% الا إذا كنت أبا ","1","santé "
"ناس في الدنيا هاذي زي شهر رمضان تاتي بخيرها وتعطي دون أن تأخذ منا حاجة هكذا الناس الطيبين يتركون الاثر ويرحلون دون أن ياخذ منك حاجة يقولك فقط دعوة خير .اللهم اغفر ذنوبنا واصلح احوالنا وتب علينا انك أنت التواب الغفور","1","santé "
"حنا يقولك خدمتك و راك خالص عليها","-1","santé "
"صراتلي ودرتها مع ولدي والحمد لله قدرت انمنو بفضل الله موقف في غاية الرعب","1","santé "
"سبحان الله حنان الأب وخوفه على أبنائه لا يظهر إلا مواقف معينة اللهم ارحم ابي","1","santé "
"سبحان الله و الحمدالله، ربي يحفظك ولادنا و يسمحلنا من الوالدين","1","santé "
"فكرني في تاع الاستعجالات تاعنا حتى يطير بيك ملك الموت باش يجي يشوفك","-1","santé "
"انها الانسانية يا سادة يا كرام ","1","santé "
"سبحان الله، ردة فعل الأب كانت أقوى و أحن من ردة فعل الأم...","1","santé "
"الانسانية بكل معنى الكلمة 😭😭😭","1","santé "
"وهل هذا الشخص لشاد جهاز الحاسوب اخذ الاذن من الوالدين باش يبرطاجي ؟ يجب على وزارة الصحة ان تتدخل ","0","santé "
"خوف الاب يدل على ان الاب انساني اكثر من الأم","1","santé "
"موقف صعب جدا الله احفظ اولادنا وأولاد المسلمين يااارب العالمين","-1","santé "
"قلب الأب ❤️","1","santé "
"عشت نفس الشيء مع ابنتي ...لكن كنت وحدي مع زوجي فقط دون طبيب..... أقسى لحظات عشتها في حياتي😥😥 الحمد لله على سلامتها","-1","santé "
"اتعلمو الاسعافات الاولية تلقاوها بزاف في حياتكم","1","santé "
"الطريقة للي اتبعها الطبيب فالفيديو ...داخلة فالإسعافات الأولية فحالة اختناق شخص ما......                                                          1-قِف برفق خلف الشخص من جانب واحد. إذا كنت تستخدم اليد اليمنى قف إلى يساره، وإذا كنت تستخدم اليسرى قف إلى يمينه.                                                    2- أسند صَدر المصاب بيد واحدة، ثم قم بإمَالة المُختَنِق إلى الأمام حتى يخرج ما يسبب الانسداد من فمه، بدلاً من النزول إلى الأسفل أكثر.                                                                                           3- قم بضرب الشخص بمِقدار خمس ضربات حادة بين كَتِفيه مستخدماً كعب يَدِك (الكعب هو ما بين راحة يدك ورسغك).                                                                         4- توقف بعد كل ضربة لترى إذا ما كان الإنسداد قد زال.                     5- إذا لم يكن قد زال، أضغط على البطن عدد ضغطات أقصاه خمس ضغطات.                                                                                   6- توقف بعد كل ضغطة لترى إذا كان الإنسداد قد زال.","1","santé "
"الله يحفظو","1","santé "
"الله يرحمك يا بابا الحق خوف الاب و حنان نتاعو مايتعوضش","-1","santé "
"أصعب موقف 💔لا إله إلا الله","-1","santé "
"يارب احفظها و بارك في حياتها","1","santé "
"مزية لقاو طبيب لكان في واحد البلاد يقولك مكاش طبيب عندو جنازة","-1","santé "
"عندنا يقولك طبيب مزال مايجي ولا مرندف","-1","santé "
"الاب ❤","1","santé "
"ينصر دينك","1","santé "
"الحمد لله المحي المميت","1","santé "
"اخمج شعب إلى من رحم ربي","-1","Nutrition"
"يعطيهم رهج كما راهم يرهجو في العباد","-1","Nutrition"
"ياحافيض","-1","Nutrition"
"علبيها كثرت امراض سرطان رابي يعفو علينا","-1","Nutrition"
"الجشع...لاحول ولا قوة الا بالله","-1","Nutrition"
"الشعب هو العصابة إلا من رحم ربي حسبنا الله ونعم الوكيل","-1","Nutrition"
"غذائك ترعاه أياد آمنة 🤔 دق ناقوس الخطر ،  مابقاش لامان !!!...","-1","Nutrition"
"موجه للشياتين 🤣🤣🤣🤣","-1","Nutrition"
"خلي بوصبع ياكل","-1","Nutrition"
"شحال راهم يركبو الفايونص للميطرا من جيهتكم","0","Nutrition"
"لا نـــعلم قـــيمة الموجود إلا بعد فقده .. ادعــــوا الله دائماً أن يريكم قيمة الأشياء قــــبل زوالها ...!*⭐️","-1","Nutrition"
"حاشا اليهود و حاشا الحيوان ، ما لقيتش لواش مصنف هذا البشر و حاشا كلمة البشر ، اليهود و مايديروهاش،  يعجز اللسان عن التعبير.","-1","Nutrition"
"ويقولك غذاؤك ترعاه أيادي آمنة الله الله على الأمانة","-1","Nutrition"
"بصح قوللهم وين","-1","Nutrition"
"روح و لمصانع  التحويل للزيت و السكر  . و حاربوا التخزين و سوء التوزيع حسب المناطق من البلاد.اضربوا الرؤوس الكبار ان كنتم فاعلين","-1","Nutrition"
"ولله حبيتو تعمرو الخزينة من اموال الشعب","-1","Nutrition"
"العصابة ماشى إلي في الحبس  راهم الفجار إلي محتاكرين  السوق ولقمة  الزواولة","-1","Nutrition"
"هاذي جريمة توصل للقتل مع سبق الاصرار والترصد","-1","Nutrition"
"تمت عملية الإلهاء بنجاح","-1","Nutrition"
"مؤسف جدا يحدث هذا في بلادي","-1","Nutrition"
"الحمد لله لسنا من آكلين الكاشير","-1","Nutrition"
"قالك البحر يدي العوام 🏊‍والطريق يدي السواق🚗مكانش حاجة تدي القواد؟☹️😏","-1","Nutrition"
"ربي يسترنا وين راه الكنترول","-1","Nutrition"
"هاذيك هي لكنت خايف منها عند مفاطعة الشعب الدجاج ويفسد وجوه الشر والمزيرية يوجهوه لصناعة الكاشير.","-1","Nutrition"
"كاشيركم ترعاه ايدي آمنة","-1","Nutrition"
"ولاد لحرام الله لا تربحكم يا فجار لعنة الله عليكم","-1","Nutrition"
"وهذا معامن تحسبو مع الشعب والا مع اويحيا و سلال ولا مع زوالي مسكين لي نعسو غير فيهم ربي يجيب لخير في هاذ لبلاد متعرف لخير مالشر","-1","Nutrition"
"حسبيا الله ونعيم وكيل","-1","Nutrition"
"من فضلكم اكثرو من المراقبة100/20 راهي المواد الغذائية فاسدة خاصة اليايورت رانا نشروه ومدة الصلاحية لا تضهرعليه لان بعض الناس لا يعرفون القراءة والا الكتابة . هذه الفئة معرضة للخطر وشكرا","-1","Nutrition"
"باش يجي بنين","-1","Nutrition"
"لاحول ولاقوة إلا بالله، ربي يحفظنا🤲","-1","Nutrition"
"هذو بانو غير ليوم ؟ وبكري وين كانت الرقابة😏","-1","Nutrition"
"موجه لاصحاب الكاباب","-1","Nutrition"
"سياسة التجويع مفتعلةلإلهاء الشعب عن متطاباته ، وارتكاز العصابة الحاكمة","-1","Nutrition"
"وماخفي اعظم","-1","Nutrition"
"ولاو يديروه كاشير كي فسدلهم الله لا يربحهم","-1","Nutrition"
"ما نوع و اسم الكشير","-1","Nutrition"
"ليهود غير داو شيعة","-1","Nutrition"
"الناس تقاطع دجاج وما تقاطعش الكاشير لي مخدم بدجاج","-1","Nutrition"
"ماذا تنتظر من شعب لم يستطع مقاطعة الكاشير بعد وفاة 57 جزائري بالبوليتزم","-1","Nutrition"
"الله المستعان ","-1","Nutrition"
"اي واحد يلعب بخبزة الزوالي اقطعوه","-1","Nutrition"
"المتاجرة بأرواح الشعب في عز الأزمة الحمد لله لي كاين رجال في هذا الوطن","-1","Nutrition"
"كلاب مايكلوهاش....هذوا هم الخونة","-1","Nutrition"
"فما حاب تقول كونتر خطا ودراهم لي داوهم راحت غير جاج فاسد وحوت ولحم حمير وزيت وسكر","-1","Nutrition"
"شعب الله المختار","-1","Nutrition"
"شعب الجزائر مسلم !!!!!!!! شعب ضد شعب هذه هي العصابة الجديدة","-1","Nutrition"
"تسمى جماعة الكاشير مكانش دعم هاته المرة","-1","Nutrition"
"الاعدام  لازم لهذه الزريعة","-1","Nutrition"
"التجار هلكوا ،""الرزوزي"" لرواحهم ... والله جابوها لرواحهم ...","-1","Nutrition"
"اااااه يا لجزاير واش راك رافدة","-1","Nutrition"
"درك يجي بوتبريرة الاغيول و يقولك الدولة هي سبابو و لا او زوالي خليه يدير واش يحب ","-1","Nutrition"
"خامج وفاسد وبنين اني حاير غير كيفاش كبرنا بلا متنا انا واحد كنت نوض ناكل كاشير نفطر كاشير نستقهوى كشير نتعشى كاشير جامي قلت اي كرشي... الستار ربي وخلاص","-1","Nutrition"
"لاحول ولا قوة الا بالله العلي العظيم ربي يهديهم","-1","Nutrition"
"أحيانا أتساءل هل نحن مسلمون هل نحن نعيش بين المسلمين و أنهم يؤمنون بوجود الله و وجود يوم القيامة و يوم الحساب ...","-1","Nutrition"
"الاشرار","-1","Nutrition"
"هذه هي العصابات و يخرجو في الحراك","-1","Nutrition"
"هدا في بلاد الحق يعدم يشنق ملخر هدا راهو يقتل فالناس  بالجاج فاسد","-1","Nutrition"
"لمزية مناكلوش ومنستعرفش بيه","-1","Nutrition"
"خلات عليه الاعدام طول","-1","Nutrition"
"سوبيرات في قريتنا جاب لبارح فلوريال تاع 90الف والله مڨعد بيدون 🤣🤣🤣🤣🤣🤣🤣حنا شعب تاع مقاطعة صلة الرحم برك مش مقاطعة السلع","-1","Nutrition"
"منزيدش ناكل لكاشير ليوم دين🤮🤮🤮🤢🤢🤢","-1","Nutrition"
"ربي ي🙂🙂🙂🙂هديكم تبيع فاسد لناس","-1","Nutrition"
"هذا هو المرض ربي وكيلهم يرهجوا في العباد كون كاين صرامة في العقوبات كون كل يخافوا لك الله يا جزاير","-1","Nutrition"
"علابيها. ربي رفع الباركة","-1","Nutrition"
"هذي عباد ولا حمير عايشين معهم حسبنا الله ونعم الوكيل فيهم","-1","Nutrition"
"هاذي صفحة تاع أخبار ولا المواد الغذائية و مشتقاتها😂😂🤣🤣","1","Nutrition"
"تاع عام لي فات ركم دورو فيها هدي تصويرة","-1","sociale"
"قالك زطشي غادر المكتب يبكيانا اعطوني 10 ملاين في الشهر كل يوم نخرج نندب ونرجع يدي في شكارة دراهم علاش مايبكيش","-1","sociale"
"يعععععق واش هذا لعفن ؟؟ على الاقل يشري بيادن مسقمين ماشي بيادن الصبيغة","-1","sociale"
"خارجين ضباط و كوميسارية و قيادات باش يحكمو كيلو مخارق و مقروض ناقصين عسل بايتين هههههههه","-1","sociale"
"15 يوم قبل رمضان راح يبيعها محنطة هههههه","-1","sociale"
"مستوى منخط","-1","sociale"
"كون تبعو نظافة في لالجيري تحجزو شعب بما يملك","-1","sociale"
"الكوليرا 🤮","-1","sociale"
"اطلقو سراح مساجين التسعينات","-1","sociale"
"خلي الزوالي يخدم 🙃","-1","sociale"
"هذا هو سبب المناعة ضد كورونا","-1","sociale"
"كاتب بسم الله.... بصح مايخافش الله ... لا أستطيع أن أستوعب العجب ...","-1","sociale"
"عيب على بلد مسلم...والله اكثر من العيب...شكون غادي يشري على هاد لحوانت مبهدلين غير زوالي بارخص ثمن...الغني يروح محلات فاخره...في الاخير الفقير من يدفع ا","-1","sociale"
"خامج و بنين 😂😂😂🤣🤣🤣","-1","sociale"
" كان يخدم ميكانيسيا و كي يلحق رمضان يولي يخدم الزلابية 😂😂","-1","sociale"
"هذي تاع العام الماضي","-1","sociale"
"خلو الزواالي يرهجنا ويسممنا علاه ما تبعوش السراقين الكباار","-1","sociale"
"معليش خلي زوالي يسترزق 😌😌😌 ياك كتبلكم فالحيط بسم الله 🙄🙄 حابكم تموتو شهداء غير نتوم متعرفوش 😂😂","-1","sociale"
"خلي على زوالي يخدم انا ناكلها","-1","sociale"
"لا تنسى بسم الله وڨاع","-1","sociale"
"بومرداس ولاية رقم واحد فالفساد من كل النواحي","-1","sociale"
"المواطن يرهج في المواطن","-1","sociale"
"🤣🤣هادو كامل خدايم النسا ليوجدو لرمضان حتا هما راهم يوجدو الزلابية","1","sociale"
"مزية مناكلش الزلابية والقلب  اللوز نخدمو في الدار🤦‍♀️🧛‍♀️","1","sociale"
"قلناكم بلي الشعب هو الفاسد ماشي الدولة   ","0","sociale"
"الزلابية من بكري و هي تتخدم هكدا بركاونا من الدرامة الغاملة","-1","sociale"
"لاتنسى بسم الله اين تطبيقها 🙄","-1","sociale"
"بلاصتهم السجن لا تأخذكم بهم رأفة و توضيفها كجنحة محاولة قتل الغير مع كامل الأدلةو الإشهار بهم و بمقراتهم لقد عاثو في البلاد فسادا هذه هي تراكومات العصابة .","-1","sociale"
"راكم غالطين. هنا يعاودو الفيدونج😁","-1","sociale"
"نتوما تصلحو صفحة تاع ميمز خير من صفحة اخبارية","-1","sociale"
"ناس تاع كروشهم برك ","-1","sociale"
"الحمد الله ما ناكلها ما نحبها ","-1","sociale"
"هاي العصااااابة الكبيرة حنا غير محصلين فالدولة برك ","-1","sociale"
"حجز  بلاير من العملة الصعبة  في واحد لبلاد و انعدام العدالة سلام ","-1","sociale"
"غذائك ترعاه أيادي اجرامية هدا زوالي خلوه يخدم ...اويحيى مشفتوهش كسرق البلاد ....صبع لزرق علاه فوطيت ...انت سبابنا ...عقلية ...واحد حيييراكيست","-1","sociale"
"هدا محل ولا روڨار","-1","sociale"
"الجزائر خاصها شي فقيه يدير لها الرقية الشرعية وهادشي براف 😅","-1","sociale"
"هكذا تصنع زلابية يخمرو الدقيق ومن ثمة يستخدم يوميا جزء منه كخميرة طبيعية يوميا","-1","sociale"
"زلابية من درك لرمضان 😒","-1","sociale"
"دايما نفس المشاكل فنفس البلاصة !!! السبب 🤔","-1","sociale"
"اللهم اعن رجال الأمن على كل متسلط لايخاف الله في اخوانه .......","-1","sociale"
"هذي لفوطوه ماشي نتعك ذاك العام 😅","0","sociale"
"خامج وبنين . .زعما نتا نضيف لي صورت .فوطو هدي .علابالي بيك عندك سليب تاعك عندك شهر مابدلتوش .","-1","sociale"
"عندهم مبدأ أنو "" الميكروبات تموت بالحرارة""","-1","sociale"
"كون كتبو أشهد أن لا إله إلا الله باش لي يجي يشري يشهد قبل 🤦‍♂️🤦‍♂️","-1","sociale"
